설립연도,최종업종코드,최종업종차수,업종명,기업규모,상장등록법인,지번주소,24년 총자산,24년 부채,24년 자기자본,24년 차입금회전율,24년 부가가치율,24년 총자산회전율,23년 총자산,23년 부채,23년 자기자본,23년 차입금회전율,23년 부가가치율,23년 총자산회전율,22년 총자산,22년 부채,22년 자기자본,22년 차입금회전율,22년 부가가치율,22년 총자산회전율,21년 총자산,21년 부채,21년 자기자본,21년 차입금회전율,21년 부가가치율,21년 총자산회전율,20년 총자산,20년 부채,20년 자기자본,20년 차입금회전율,20년 부가가치율,20년 총자산회전율,3개년 매출액증가여부
2009,G46***,11,정밀기기 및 과학기기 도매업,소기업,기타,인천광역시 연수구,20억미만,10억미만,10억미만,3.01,13.9,0.76,30억미만,20억미만,10억미만,5.08,8.99,0.43,20억미만,10억미만,10억미만,6.11,10.1,0.47,20억미만,10억미만,10억미만,7.93,,0.35,20억미만,10억미만,10억미만,6.51,11.3,0.39,부
2000,C22***,11,고무 타이어 및 튜브 제조업,소기업,기타,전남 화순군,120억미만,70억미만,50억미만,1.5,25.1,1.19,120억미만,70억미만,50억미만,1.63,24.5,1.07,120억미만,70억미만,50억미만,2.04,18,0.87,120억미만,70억미만,50억미만,2.2,,0.9,120억미만,70억미만,60억미만,2.15,,0.94,부
2001,C10***,11,천연 및 혼합조제 조미료 제조업,소기업,기타,대전광역시 대덕구,110억미만,70억미만,50억미만,2.1,19.9,1.13,110억미만,70억미만,50억미만,2.12,19.1,1.09,110억미만,60억미만,50억미만,1.95,20.5,1.06,100억미만,60억미만,40억미만,2.02,,1.02,100억미만,60억미만,40억미만,1.7,,1.23,부
2009,G46***,11,"신선, 냉동 및 기타 수산물 도매업",중기업,외감법인,부산 사하구,130억미만,80억미만,60억미만,21.1,3.57,0.11,120억미만,80억미만,40억미만,14.8,3.1,0.13,90억미만,60억미만,40억미만,20.6,2.61,0.12,80억미만,50억미만,30억미만,14.5,,0.13,60억미만,40억미만,30억미만,21.5,,0.09,여
2009,G46***,11,1차 금속제품 도매업,중기업,기타,부산광역시 강서구,350억미만,160억미만,200억미만,14.4,8.7,0.34,340억미만,190억미만,160억미만,10,6.02,0.3,330억미만,200억미만,130억미만,7.83,6.98,0.43,210억미만,110억미만,110억미만,4.15,,0.63,180억미만,80억미만,100억미만,3.57,9.08,0.7,부
2009,G46***,11,음ㆍ식료품 및 담배 중개업,소기업,기타,대전 유성구,10억미만,10억미만,10억미만,6.93,12.4,0.3,10억미만,10억미만,10억미만,6.36,13.3,0.27,10억미만,10억미만,10억미만,25,9.62,0.12,10억미만,10억미만,10억미만,16.4,,0.11,10억미만,10억미만,10억미만,10.6,9.35,0.23,여
2008,C31***,11,선박 구성 부분품 제조업,소기업,기타,경남 김해시,110억미만,70억미만,50억미만,1.78,33.2,1.13,100억미만,60억미만,40억미만,1.59,32.9,1.22,110억미만,70억미만,40억미만,1.47,29.1,1.21,110억미만,80억미만,40억미만,1.13,25.5,1.49,100억미만,70억미만,30억미만,1.03,,1.6,부
2001,F42***,11,철골 및 관련 구조물 공사업,소기업,기타,전남 여수시,40억미만,20억미만,30억미만,3.79,81.3,0.56,40억미만,10억미만,30억미만,5.23,66.7,0.85,30억미만,10억미만,20억미만,4.3,62.8,0.77,20억미만,10억미만,20억미만,5.53,39.4,0.65,20억미만,10억미만,20억미만,9.84,47.1,0.33,여
2006,H49***,11,일반 화물자동차 운송업,소기업,기타,인천광역시 부평구,50억미만,30억미만,20억미만,10.5,7.58,0.33,50억미만,30억미만,20억미만,10.9,7.48,0.32,50억미만,30억미만,20억미만,13.4,4.98,0.28,40억미만,30억미만,20억미만,40.8,,0.24,30억미만,20억미만,20억미만,117,,0.2,부
2008,F42***,11,일반전기 공사업,소기업,기타,경상남도 함안군,200억미만,170억미만,40억미만,12,7.21,0.2,170억미만,160억미만,20억미만,1.99,13.3,1.07,20억미만,10억미만,20억미만,2.04,93.1,2.58,20억미만,10억미만,20억미만,,,0.74,20억미만,10억미만,20억미만,,,0.93,여
2003,G46***,11,"신선, 냉동 및 기타 수산물 도매업",소기업,기타,부산광역시 사하구,40억미만,20억미만,20억미만,10,2.43,0.26,40억미만,20억미만,30억미만,7.87,3.81,0.32,40억미만,20억미만,20억미만,4.3,7.86,0.49,40억미만,20억미만,20억미만,5.07,,0.44,40억미만,20억미만,20억미만,9.62,,0.25,여
2008,C10***,11,과실 및 그 외 채소 절임식품 제조업,중기업,기타,경북 안동시,140억미만,70억미만,70억미만,4.14,25.6,0.62,130억미만,70억미만,70억미만,3.35,23.6,0.67,140억미만,70억미만,80억미만,3.08,25,0.75,110억미만,50억미만,70억미만,4.16,,0.65,100억미만,50억미만,60억미만,3.6,,0.63,여
2009,C28***,11,일반용 전기 조명장치 제조업,중기업,기타,경기도 김포시,120억미만,60억미만,70억미만,1.99,21.7,1.07,120억미만,60억미만,70억미만,2.43,18.3,0.89,120억미만,40억미만,90억미만,4.46,17.3,0.89,120억미만,40억미만,90억미만,4.83,,0.75,120억미만,40억미만,90억미만,5.56,,0.63,부
2007,G46***,11,의료기기 도매업,소기업,기타,서울특별시 서초구,20억미만,20억미만,10억미만,,12.4,0.47,30억미만,20억미만,10억미만,14.5,8.2,0.32,40억미만,30억미만,20억미만,4.04,10,0.73,50억미만,30억미만,20억미만,2.42,,1.29,40억미만,20억미만,20억미만,3.48,,0.9,부
2007,G46***,11,플라스틱물질 및 합성고무 도매업,소기업,기타,경기도 광주시,20억미만,10억미만,10억미만,11.9,2.95,0.24,20억미만,20억미만,10억미만,31,2.82,0.24,20억미만,10억미만,10억미만,27.1,2.65,0.27,30억미만,20억미만,10억미만,9.5,,0.33,30억미만,20억미만,10억미만,18.2,,0.35,부
2009,G46***,11,배관 및 냉ㆍ난방장치 도매업,소기업,기타,경기 시흥시,100억미만,20억미만,90억미만,703,17.1,1.4,100억미만,20억미만,80억미만,517,19.1,1.27,90억미만,20억미만,80억미만,411,19.6,1.17,80억미만,10억미만,70억미만,264,,1.18,70억미만,10억미만,70억미만,718,,0.97,부
2005,F41***,11,사무ㆍ상업용 및 공공기관용 건물 건설업,소기업,기타,경기도 군포시,30억미만,20억미만,30억미만,9.32,18.3,0.31,30억미만,10억미만,30억미만,4.79,32.9,1.07,30억미만,10억미만,30억미만,16.2,15.5,0.39,30억미만,10억미만,30억미만,17.9,,0.32,30억미만,10억미만,30억미만,11.7,,0.39,부
2006,C29***,11,액체 여과기 제조업,소기업,기타,경기도 화성시,40억미만,20억미만,20억미만,8.8,15.7,0.42,50억미만,30억미만,20억미만,10.3,12,0.45,40억미만,20억미만,20억미만,8.12,16,0.46,40억미만,20억미만,20억미만,6.43,,0.55,30억미만,20억미만,20억미만,8.36,16.9,0.53,부
2009,G46***,11,기타 화학물질 및 화학제품 도매업,소기업,기타,서울 마포구,50억미만,40억미만,20억미만,3.45,5.66,0.52,60억미만,40억미만,20억미만,5.52,3.89,0.36,60억미만,50억미만,20억미만,9.3,2.4,0.25,60억미만,40억미만,20억미만,4.98,2.58,0.34,50억미만,40억미만,20억미만,2.78,,0.72,부
2009,C28***,11,기타 전기 변환장치 제조업,소기업,기타,경기 광명시,50억미만,30억미만,20억미만,1.16,37.5,3.31,40억미만,20억미만,20억미만,1.06,-3.4,2.92,80억미만,50억미만,30억미만,5.02,-1.1,1.04,80억미만,40억미만,40억미만,0.34,,14.3,50억미만,20억미만,40억미만,0.75,,5.25,부
2005,F42***,11,내부 통신배선 공사업,소기업,기타,경기 의정부시,70억미만,30억미만,50억미만,4.53,18.5,0.37,70억미만,30억미만,40억미만,8.27,22.1,0.37,60억미만,30억미만,40억미만,7.46,20.2,0.47,60억미만,30억미만,40억미만,3.92,,0.79,60억미만,30억미만,40억미만,7.63,,0.51,여
2009,G45***,11,자동차용 전용 신품 부품 판매업,중기업,기타,경기 파주시,90억미만,40억미만,50억미만,6.04,15.5,0.68,90억미만,50억미만,50억미만,5.47,13.8,0.72,80억미만,40억미만,40억미만,4.19,15.8,0.7,80억미만,50억미만,40억미만,4.18,,0.69,80억미만,50억미만,40억미만,4.41,,0.7,여
2009,C28***,11,기타 가정용 전기기기 제조업,중기업,기타,서울 서초구,30억미만,30억미만,00억미만,0.41,-8.4,4.4,40억미만,30억미만,10억미만,0.41,-4,4.58,40억미만,30억미만,10억미만,0.6,8.29,3.99,40억미만,30억미만,20억미만,1.4,,2.17,40억미만,30억미만,20억미만,3.99,,0.83,부
2000,F42***,11,일반전기 공사업,소기업,기타,인천 남동구,120억미만,100억미만,30억미만,1.28,42.6,1.24,120억미만,70억미만,50억미만,0.76,47.4,2.34,100억미만,60억미만,50억미만,1.53,36.1,1.58,80억미만,50억미만,40억미만,1.05,,2.05,80억미만,50억미만,40억미만,1.74,36.6,1.23,부
2009,G46***,11,원목 및 건축관련 목제품 도매업,소기업,기타,인천광역시 서구,10억미만,10억미만,10억미만,3.51,2.54,0.52,10억미만,10억미만,10억미만,2.37,5.39,0.62,10억미만,10억미만,10억미만,2.31,2.91,0.68,10억미만,10억미만,10억미만,3.29,,0.52,10억미만,10억미만,10억미만,1.62,,1.12,여
2009,C29***,11,주형 및 금형 제조업,소기업,기타,경기 화성시,30억미만,20억미만,20억미만,2.06,46.4,1.17,30억미만,20억미만,20억미만,2.42,51,1.12,30억미만,20억미만,20억미만,1.75,51.2,1.54,30억미만,20억미만,20억미만,2.05,,1.37,40억미만,20억미만,20억미만,2.64,46.5,0.97,여
2008,G46***,11,화훼류 및 식물 도매업,소기업,기타,경기 성남시,50억미만,20억미만,40억미만,25.3,12.5,0.4,50억미만,10억미만,40억미만,38.2,11.2,0.31,40억미만,10억미만,40억미만,27.2,10.4,0.29,40억미만,20억미만,30억미만,17.1,,0.36,40억미만,20억미만,30억미만,13.7,,0.4,부
2001,C10***,11,기타 식품 첨가물 제조업,중기업,외감법인,경기도 화성시,480억미만,330억미만,160억미만,2.15,5.64,0.95,420억미만,270억미만,150억미만,2.95,11.7,0.77,390억미만,240억미만,150억미만,2.96,14.7,0.8,360억미만,220억미만,140억미만,2.66,,0.84,340억미만,220억미만,130억미만,2.62,,0.85,부
2008,G46***,11,1차 금속제품 도매업,중기업,기타,서울 금천구,70억미만,40억미만,30억미만,9.55,2.48,0.26,70억미만,50억미만,30억미만,5.84,3.3,0.34,70억미만,50억미만,30억미만,11,0.74,0.22,70억미만,50억미만,30억미만,8.68,,0.23,60억미만,40억미만,30억미만,8.69,,0.33,부
2012,G46***,11,배관 및 냉ㆍ난방장치 도매업,중기업,기타,경기도 고양시,50억미만,20억미만,40억미만,74,7.63,0.36,60억미만,30억미만,40억미만,32.4,11.9,0.39,50억미만,30억미만,30억미만,22.3,9.68,0.44,50억미만,30억미만,30억미만,35.9,8.74,0.43,40억미만,20억미만,30억미만,26.4,,0.44,부
2013,G46***,11,"신선, 냉동 및 기타 수산물 도매업",소기업,기타,부산광역시 사하구,60억미만,40억미만,20억미만,2.08,9.61,0.78,70억미만,60억미만,20억미만,1.09,14,1.37,60억미만,50억미만,20억미만,1.3,10.6,1.13,60억미만,50억미만,20억미만,2.04,10.5,1.02,30억미만,20억미만,10억미만,7.67,,0.57,부
2011,G46***,11,1차 금속제품 도매업,소기업,기타,경북 칠곡군,120억미만,70억미만,50억미만,4.87,7.83,0.45,70억미만,30억미만,40억미만,,7.68,0.34,60억미만,30억미만,40억미만,,7.87,0.24,50억미만,30억미만,30억미만,,,0.22,50억미만,30억미만,20억미만,62.3,,0.31,부
2010,C16***,11,"목재 포장용 상자, 드럼 및 유사용기 제조업",소기업,기타,인천 서구,10억미만,10억미만,10억미만,4.93,25.4,0.77,10억미만,10억미만,10억미만,5.22,25.3,0.75,10억미만,10억미만,10억미만,3.98,30.8,0.83,10억미만,10억미만,10억미만,3.63,,0.76,10억미만,10억미만,10억미만,3.04,,0.98,부
2009,G46***,11,"채소류, 서류 및 향신작물류 도매업",중기업,기타,경남 김해시,50억미만,40억미만,20억미만,2.66,6.3,0.68,60억미만,40억미만,20억미만,2.62,6.97,0.73,50억미만,40억미만,20억미만,2.24,8.34,0.8,50억미만,30억미만,20억미만,2.58,,0.68,50억미만,30억미만,20억미만,2.6,,0.64,부
2011,G46***,11,"컴퓨터 및 주변장치, 소프트웨어 도매업",소기업,기타,서울특별시 영등포구,20억미만,10억미만,10억미만,8.52,35.4,0.99,20억미만,10억미만,10억미만,11,29.2,0.62,20억미만,10억미만,10억미만,5.78,38.5,0.96,20억미만,10억미만,10억미만,4.3,,1.14,20억미만,10억미만,10억미만,4.93,,1.01,부
2011,G46***,11,그 외 기타 생활용품 도매업,중기업,기타,경기도 남양주시,120억미만,80억미만,50억미만,6.55,21.2,0.43,130억미만,80억미만,50억미만,5.62,20.6,0.42,130억미만,90억미만,40억미만,4.37,21.9,0.47,120억미만,90억미만,40억미만,2.5,,0.72,100억미만,70억미만,40억미만,4.18,,0.5,부
2013,F42***,11,토공사업,소기업,기타,서울특별시 관악구,90억미만,40억미만,50억미만,11.5,31.8,0.54,80억미만,40억미만,50억미만,10.9,32.6,0.5,50억미만,20억미만,40억미만,28,33.4,0.36,60억미만,20억미만,40억미만,33.8,,0.38,50억미만,20억미만,40억미만,32.2,,0.4,부
2012,C24***,11,강관 제조업,소기업,외감법인,경상남도 창녕군,270억미만,230억미만,50억미만,4.1,9.4,0.54,280억미만,230억미만,50억미만,3.57,6.24,0.6,280억미만,220억미만,60억미만,4.12,8.06,0.54,290억미만,250억미만,40억미만,3.95,,0.57,270억미만,240억미만,30억미만,3.04,,0.64,부
2011,G46***,11,과실류 도매업,중기업,기타,부산 사상구,60억미만,40억미만,20억미만,12,4.32,0.34,40억미만,30억미만,20억미만,10,4.09,0.29,40억미만,30억미만,20억미만,7.1,4.82,0.33,40억미만,30억미만,20억미만,8.55,,0.26,30억미만,20억미만,20억미만,9,,0.23,여
2012,G46***,11,통신ㆍ방송장비 및 부품 도매업,소기업,기타,서울특별시 금천구,30억미만,20억미만,10억미만,1.99,22.6,0.83,30억미만,30억미만,10억미만,1.75,24,1.23,30억미만,20억미만,10억미만,1.05,21.8,1.47,30억미만,20억미만,10억미만,0.93,,1.7,20억미만,20억미만,10억미만,1.2,19.3,1.24,여
2012,G47***,11,운송장비용 주유소 운영업,소기업,기타,경기 광주시,40억미만,50억미만,00억미만,2.04,3.65,0.43,50억미만,50억미만,00억미만,2.24,5.56,0.42,50억미만,50억미만,00억미만,2.79,5.04,0.32,50억미만,50억미만,00억미만,2.77,,0.34,50억미만,50억미만,00억미만,2.62,5.56,0.37,부
2001,H49***,11,전세버스 운송업,중기업,외감법인,서울 송파구,250억미만,190억미만,60억미만,4.82,22.8,0.44,250억미만,200억미만,50억미만,4.56,23,0.48,180억미만,140억미만,50억미만,4.33,20.5,0.44,120억미만,90억미만,40억미만,3.98,30.1,0.49,130억미만,100억미만,40억미만,2,,0.8,여
2012,G47***,11,전자상거래 소매업,소기업,기타,서울 금천구,20억미만,10억미만,10억미만,1.72,23.5,1.17,20억미만,10억미만,10억미만,1.6,23.4,1.08,20억미만,20억미만,10억미만,2.69,18.5,0.71,20억미만,10억미만,10억미만,3.87,,0.43,10억미만,10억미만,10억미만,5.64,,0.43,부
2009,G46***,11,전기용 기계ㆍ장비 및 관련 기자재 도매업,소기업,기타,경기도 용인시,10억미만,10억미만,10억미만,5.75,43.8,0.41,10억미만,10억미만,10억미만,3.48,23,1,20억미만,10억미만,10억미만,6.95,62.1,0.96,20억미만,10억미만,10억미만,6.36,,0.81,20억미만,10억미만,10억미만,4.3,,0.77,부
2007,G46***,11,전기용 기계ㆍ장비 및 관련 기자재 도매업,소기업,기타,충남 아산시,40억미만,20억미만,20억미만,6.31,12.5,0.38,50억미만,40억미만,20억미만,6,12.5,0.44,40억미만,30억미만,20억미만,3.73,19.1,0.6,30억미만,20억미만,10억미만,3.38,,0.59,40억미만,30억미만,10억미만,5.86,,0.37,부
2004,G46***,11,"채소류, 서류 및 향신작물류 도매업",소기업,기타,전라남도 함평군,170억미만,90억미만,80억미만,5.63,1.97,0.33,160억미만,80억미만,80억미만,6.47,1.72,0.3,100억미만,60억미만,50억미만,10.6,1.37,0.19,120억미만,80억미만,40억미만,6.91,,0.23,110억미만,70억미만,40억미만,7.59,,0.2,부
2011,G46***,11,재생용 재료 수집 및 판매업,중기업,기타,경남 김해시,50억미만,20억미만,30억미만,4.4,9.94,0.54,50억미만,20억미만,30억미만,4.86,9.65,0.47,50억미만,20억미만,30억미만,5.75,10.1,0.38,40억미만,30억미만,20억미만,4.58,,0.4,40억미만,30억미만,20억미만,2.24,,0.74,부
2004,G46***,11,비알코올음료 도매업,소기업,기타,서울 송파구,40억미만,20억미만,30억미만,6.3,32,0.7,30억미만,20억미만,10억미만,3.15,13.5,0.79,20억미만,20억미만,10억미만,2.81,12,0.89,30억미만,20억미만,10억미만,1.92,,1.29,20억미만,20억미만,10억미만,2.91,,1.14,여
2012,C15***,11,모피 및 가죽 제조업,소기업,기타,부산광역시 사하구,20억미만,10억미만,10억미만,2.94,23.7,0.8,20억미만,10억미만,10억미만,1.69,27.6,1.26,20억미만,10억미만,10억미만,1.2,34.1,1.67,20억미만,10억미만,10억미만,1.87,28.9,1.2,20억미만,10억미만,10억미만,1.18,41.6,1.94,여
2012,C26***,11,그 외 기타 전자부품 제조업,소기업,기타,경기도 군포시,110억미만,60억미만,60억미만,0.46,49,4.86,110억미만,60억미만,60억미만,0.61,43.9,3.57,100억미만,60억미만,50억미만,0.56,36.6,3.66,80억미만,40억미만,50억미만,1.11,,2.18,70억미만,40억미만,40억미만,0.84,55.9,2.68,부
2013,S96***,11,산업용 세탁업,중기업,기타,경남 양산시,140억미만,110억미만,40억미만,1.76,46.6,1.05,140억미만,110억미만,40억미만,2.01,49.8,1.04,110억미만,90억미만,20억미만,1.67,42.7,0.94,110억미만,100억미만,20억미만,1.4,,1.1,100억미만,90억미만,20억미만,1.16,,1.21,부
2001,N74***,11,사업시설 유지ㆍ관리 서비스업,중기업,기타,부산광역시 중구,30억미만,20억미만,10억미만,11.9,58.3,0.19,20억미만,20억미만,10억미만,7.86,85.7,0.43,20억미만,10억미만,10억미만,7.3,90,0.33,20억미만,10억미만,10억미만,8.33,,0.34,20억미만,10억미만,10억미만,12.3,95.1,0.39,여
